-8.977426431562037790e-01,-5.124282195899042547e-01,0.000000000000000000e+00
-7.651335158260388347e-01,7.443018248028338002e-01,0.000000000000000000e+00
-5.296195125353666544e-01,8.869196506939009961e-01,0.000000000000000000e+00
4.375253986503753190e-01,-7.453009170920357751e-03,1.000000000000000000e+00
1.979237536944459530e-01,-3.661333110093483167e-01,1.000000000000000000e+00
5.345379372963888764e-01,-5.600575272851977815e-02,1.000000000000000000e+00
9.102713420005740241e-01,-2.546431666777403402e-01,0.000000000000000000e+00
1.183251684432316431e+00,2.375403875350033112e-01,0.000000000000000000e+00
-2.778673177580858189e-01,9.965510419258672981e-01,0.000000000000000000e+00
8.656902243622199844e-03,-4.808646581069198067e-01,1.000000000000000000e+00
-2.877005928810069668e-01,-4.227091255578765416e-01,1.000000000000000000e+00
4.286622191006795313e-01,9.224913711451888654e-01,0.000000000000000000e+00
8.521838472305482970e-01,4.452888562630392122e-01,0.000000000000000000e+00
8.440294886382123662e-01,-5.308485718555397970e-01,0.000000000000000000e+00
3.861052464136953688e-01,2.839166246690595918e-01,1.000000000000000000e+00
3.401930911688922921e-01,3.249154760822559052e-01,1.000000000000000000e+00
-3.615477515877214554e-01,-3.374198955890996277e-01,1.000000000000000000e+00
-5.962341854665328400e-01,7.937373322822895982e-01,0.000000000000000000e+00
-3.674150116457955417e-01,4.336719065547340324e-01,1.000000000000000000e+00
-8.091124865767350682e-01,-3.367544563041425243e-01,0.000000000000000000e+00
-1.012628744774635825e+00,-3.658448532943202325e-02,0.000000000000000000e+00
5.455524339366247810e-01,8.263699631219575403e-01,0.000000000000000000e+00
-9.088215790028072449e-01,3.821099464116004540e-01,0.000000000000000000e+00
9.832117496516892263e-01,-4.896747470710382522e-01,0.000000000000000000e+00
-2.933737324228968824e-01,9.399661095319098436e-01,0.000000000000000000e+00
-4.763314280845177828e-01,-1.983200762285224628e-01,1.000000000000000000e+00
-5.062708806901807801e-01,6.546378697388854917e-01,0.000000000000000000e+00
-1.174381278687812585e-01,9.904188569140911502e-01,0.000000000000000000e+00
4.356197535392272724e-01,-1.459963745551494663e-01,1.000000000000000000e+00
-1.630592595378995702e-01,9.925611424502942537e-01,0.000000000000000000e+00
-1.057307404675389639e+00,1.532390143720507025e-01,0.000000000000000000e+00
-3.428186502048917172e-01,-3.069829104304911960e-01,1.000000000000000000e+00
4.758507906534605314e-01,-1.252346531748826652e-01,1.000000000000000000e+00
5.464267149036453053e-02,-4.149789025255511410e-01,1.000000000000000000e+00
1.576190589374830697e-01,-4.794219347370641260e-01,1.000000000000000000e+00
9.747632995126824795e-01,-3.527991207521329331e-01,0.000000000000000000e+00
-4.994087681490139846e-02,-4.952193744134487097e-01,1.000000000000000000e+00
-2.517436883457928598e-01,-8.139425539175758617e-01,0.000000000000000000e+00
-4.215863004424161842e-01,-8.408370062891532548e-01,0.000000000000000000e+00
-7.721129104465129789e-02,-4.079842560122450834e-01,1.000000000000000000e+00
4.861388184738953400e-01,1.882148636229185046e-01,1.000000000000000000e+00
4.019652035781679511e-01,2.255592320643183823e-01,1.000000000000000000e+00
5.443407072434398586e-01,-3.896116316063680252e-01,1.000000000000000000e+00
6.318690038230474482e-01,7.919716540278791683e-01,0.000000000000000000e+00
-9.230469653980333256e-01,-3.376771238780971185e-01,0.000000000000000000e+00
3.931514490328537059e-01,1.039933415306545150e+00,0.000000000000000000e+00
1.899671196551601104e-01,4.621564825600915083e-01,1.000000000000000000e+00
-6.348966850546947649e-01,6.845240444831480753e-01,0.000000000000000000e+00
3.312706390249924304e-01,-3.520036191591982000e-01,1.000000000000000000e+00
9.974689706933272115e-02,5.361554800515212493e-01,1.000000000000000000e+00
1.097220016222048455e+00,-2.344573135500307715e-01,0.000000000000000000e+00
-1.314368566332300703e-01,4.151772644660585154e-01,1.000000000000000000e+00
3.045587848430297839e-02,3.258313068212631558e-01,1.000000000000000000e+00
-8.916219231985356153e-01,-3.231837275606690429e-01,0.000000000000000000e+00
